id,age,gender,area,status,education,consuptionAbility,device,work,connectionType,behavior
6627,,,,,,,,,,
6628,31,,,,,,,,,
6629,22,,,,,,,,,
6630,21,,1,,,,,,,
6631,17,1,1,,,,,,,83
6632,9,,,,,,,,,
6633,31,,,,,,,,,
6634,23,,2,,3,,,,,8
6635,,,32,,,,,,,
6636,,,,,,,,,,
6637,8,1,1,,5,,,,2,96
6638,10,,,,,,,,,
6639,31,,,,,,,,,
6640,31,,,,,,,,,
6641,,,1,,,,,,,
6642,12,,,,,,,,,
6643,34,,1,2,,,,,,
6644,19,,,,,,,,,
6645,13,1,94,,,,,,,
6646,21,1,32,,,,,,,
6647,7,1,1,,,,,,,
6648,9,,10,,,,,,,
6649,3,,,,,,,,,
6650,,,,,,,,,,
6651,,,,,,,,,,
6652,6,1,,,,,,,,30
6653,974,,10,,,,,,,
6654,5,,,,,,,,,
6655,5,,,,,,,,,
6656,41,,3,,1,,,,2,
6657,4,1,,,,,,,,7
6658,5,1,31,,,,,,,53
6659,14,,,,,,,,,
6660,,,15,,,,,,,
6661,28,1,66,,,,,,,18
6662,,,1,,,,,,,
6663,,,,,,,,,,
6664,33,1,8,7,,,2,,,80
6665,19,,1,,,,,,,
6666,10,,60,,,,,,,
6667,22,1,42,,,,,,,
6668,37,,17,8,,,,,2,12
6669,31,1,201,,3,1,3,,4,13
6670,,,,,,,,,,
6671,16,,,,,,,,,
6672,7,,,,,,,,,
6673,,,1,,,,,,,
6674,2,1,6,3,,,,,,
6675,5,1,16,,,,,,,73
6676,6,,1,,,,,,,
6677,10,1,2,,,,,,,141
6678,9,,20,3,4,1,,,,8
6679,,,1,,,,,,,
6680,14,,,,,,,,,
6681,10,,54,,5,,,,,
6682,4,,1,,,,,,,
6683,31,,,,,,,,,
6684,45,,,,,,,,,
6685,31,,31,,,,,,,
6686,27,,1576,,,,,,,13
6687,,,,,,,,,,
6688,34,,3,,4,,,,,
6689,13,,,,,,,,,
6690,31,,,,,,,,,
6691,49,,54,,,,,,,
6692,6,1,16,,,,,,,73
6693,34,,,,,,,,,
6694,28,1,52,,,,,,,18
6695,,,,,,,,,,
6696,10,,,,,,,,,
6697,,,,,,,,,,
6698,6,,1,,,,,,,
6699,,,,,,,,,,
6700,,,394,,,,,,,
6701,37,,,,,,,,,
6702,6,1,66,,,,,,,18
6703,,,,,,,,,,
6704,13,,,,,,,,,
6705,3,,,,,,,,,
6706,21,1,201,,3,1,3,,4,13
6707,,,1,,,,,,,
6708,12,1,1,,,,,,,
6709,11,,12,,,,,,,
6710,15,,10,,,,,,,
6711,,,,,,,,,,
6712,12,,,,,,,,,
6713,14,,54,,,,,,,
6714,5,,,,,,,,,7
6715,47,,1,,,,,,3,11
6716,2,1,14,,,,,,,
6717,6,,1,,,,,,,
6718,31,,,,,,,,,
6719,15,,,,,,,,,
6720,15,,1,2,,,,,,
6721,3,,,,4,,,,2,21
6722,14,,1,,,,,,,
6723,29,1,1,,,,,,,
6724,6,1,21,,,,,,,3
6725,,,,,,,,,,
6726,8,,1,,,,,,,28
6727,,,,,,,,,,
6728,13,,,,,,,,,
6729,3,,17,8,,,,,2,12
6730,,,,,,,,,,
6731,,,32,,,,,,,
6732,12,,1,,,,,,,
6733,6,,,,,,,,,
6734,8,,20,3,4,1,,,,8
6735,,,1,,,,,,,
6736,2,1,3,,,,,,,
6737,8,1,42,,,,,,,
6738,,,1,,,,,,,
6739,,,,,,,,,,
6740,15,,,,,,,,,
6741,37,,124,,,,,,,
6742,35,,2,,,,,,,
6743,8,,,,,,,,,
6744,22,1,21,,,,,,,3
6745,15,,,,,,,,,
6746,6,,,,,,,,,
6747,14,,1,,,,,,,
6748,22,,3,,,,,,,
6749,12,,,,,,,,,
6750,22,,1,,,,,,,
6751,27,,10,,,,,,,2
6752,21,1,4,,,,,,,6
6753,6,,,,,,,,,
6754,,,1,,,,,,,
6755,3,,,,,,,,,
6756,,,,,,,,,,
6757,,,1,,,,,,,
6758,8,,,,,,,,,
6759,6,,,,,,,,,
6760,38,,2,,3,,,,,8
6761,12,1,31,,,,,,,53
6762,31,,,,,,,,,
6763,5,,,,,,,,,
6764,3,,54,,,,,,,
6765,15,1,68,,,,,,,77
6766,,,,,,,,,,
6767,13,1,8,7,,,2,,,80
6768,,,4,,,,,,,
6769,6,,4,,5,,,,,13
6770,35,,,,,,,,,
6771,17,,,,,,,,,
6772,18,,60,,,,,,,
6773,,,60,,,,,,,
6774,19,,1,,,,,,,11
6775,5,1,,,,,,,,44
6776,2,1,6,3,,,,,,
6777,,,1,,,,,,,
6778,9,1,,,,,,,,23
6779,11,,,,,,,,,
6780,8,,,,,,,,,
6781,,,1,,,,,,,
6782,21,1,32,,,,,,,
6783,,,1,,,,,,,
6784,28,,,,,,,,,
6785,8,,,,,,,,,
6786,,,1,,,,,,,
6787,6,1,4,3,,,,,,
6788,6,,52,,,,1,,2,
6789,5,,,,,,,,,
6790,33,,22,,,,,,,
6791,3,,,,,,,,,
6792,5,,,,,,,,,
6793,10,,10,,,,,,,
6794,31,,,,,,,,,
6795,,,,,,,,,,
6796,4,,1,,,,,,,
6797,3,,1,,,,,,,
6798,8,,,,,,,,,
6799,9,1,,,3,,,,,
6800,,,,,,,,,,
6801,24,,,,,,,,,
6802,8,,1,,,,,,,
6803,5,,1,,,,,,,
6804,15,,,,,,,,,
6805,8,,,,4,,,,2,21
6806,15,1,68,,,,,,,77
6807,25,,60,,,,,,,34
6808,14,,,,,,,,,
6809,,,,,,,,,,
6810,4,,2,3,,,,,2,
6811,4,,60,,,,,,,34
6812,21,,1,,,,,,,2
6813,21,,,,,,,,,
6814,6,1,94,,,,,,,
6815,8,,,,,,,,,
6816,34,,2,,,,,,,49
6817,3,,21,,1,,,,,25
6818,28,,,,,,,,,
6819,,,1,,,,,,,
6820,38,,2,,3,,,,,8
6821,14,1,94,,,,,,,
6822,7,1,556,,,,2,,,9
6823,12,,60,,,,,,,34
6824,,,394,,,,,,,
6825,2,1,7,,,,,,,
6826,22,1,94,,,,,,,
6827,9,,,,,,,,,
6828,14,,1,,,,,,,
6829,,,1,,,,,,,
6830,8,,,,,,,,,
6831,7,1,1,,,,,,,
6832,49,,54,,,,,,,
6833,5,,,,,,,,,
6834,21,,1,,,,,,,
6835,13,1,16,,,,,,,73
6836,,,,,,,,,,
6837,38,1,42,,,,,,,
6838,3,,,,,,,,,
6839,2,1,7,,,,,,,
6840,3,,1,,,,,,,
6841,17,,1,,,,,,,
6842,16,,,,,,,,,
6843,9,,1,,,,,,,
6844,31,,,,,,,,,
6845,,,1,,,,,,,
6846,19,,,,,,,,,
6847,,,1,,,,,,,
6848,,,1,,,,,,,
6849,,,26,,,,,,,
6850,,,394,,,,,,,
6851,8,,1,,,,,,,
6852,,,96,,,,,,,
6853,49,,54,,,,,,,
6854,26,,,,,,,,,
6855,22,,,,,,,,,
6856,31,,,,,,,,,
6857,16,1,,,,,,,,30
6858,,,60,,,,,,,
6859,31,,,,,,,,,
6860,,,1,,,,,,,
6861,31,,,,,,,,,
6862,,,,,,,,,,
6863,4,,,,,,,,,
6864,22,,1,,,,,,,2
6865,,,3,,,,,,,
6866,4,,1,,,,,,,
6867,,,1,,,,,,,
6868,,,1,,,,,,,
6869,,,,,,,,,,
6870,7,,,,,,,,,
6871,16,,1,,,,,,,
6872,,,1,,,,,,,
6873,25,,60,,,,,,,34
6874,8,,,,,,,,,
6875,34,,,,,,,,,
6876,22,,,,,,,,,
6877,11,,2,,3,,,,,7
6878,7,,3,,4,,,,,
6879,15,,,,,,,,,
6880,5,,,,,,,,,
6881,14,,64,,,,,,2,
6882,,,394,,,,,,,
6883,27,,1,,,,,,,
6884,18,,27,,,,,,,7
6885,24,1,,4,,,4,,,
6886,31,,,,,,,,,
6887,22,1,94,,,,,,,
6888,2,1,3,,,,,,,
6889,4,1,66,,,,,,,18
6890,9,,124,,,,,,,
6891,31,,,,,,,,,
6892,12,,,,,,,,,
6893,,,,,,,,,,
6894,10,,,,4,,,,2,61
6895,9,1,94,,,,,,,
6896,,,1,,,,,,,
6897,31,,,,,,,,,
6898,,,1,,,,,,,
6899,25,1,46,,,,,,,
6900,19,,,,,,,,,
6901,24,,,,,,,,,
6902,18,,260,,,,,,,
6903,,,,,,,,,,36
6904,8,,1,,,,,,,
6905,,,,,,,,,,
6906,11,,1,,,,,,,
6907,10,,1,1,,,,,,8
6908,,,394,,,,,,,
6909,42,1,201,,3,1,3,,4,13
6910,31,,,,,,,,,
6911,5,,,,,,,,,
6912,28,,10,,,,,,,
6913,,,93,,,,,,,3
6914,22,1,94,,,,,,,
6915,26,1,2,,,,,,,
6916,,,64,,,,,,,
6917,4,,56,,,,,,,15
6918,10,,,,4,,,,2,16
6919,12,,,,,,,,,
6920,12,,1,,,,,,,
6921,31,,,,,,,,,
6922,18,,,,,,,,,
6923,3,,,,,,,,,
6924,3,,,,,,,,,
6925,,,,,,,,,,
6926,10,,93,,,,,,,4
6927,22,1,94,,,,,,,
6928,7,,1,,,,,,,
6929,11,,2,,,,,,,
6930,,,4,,,,,,,
6931,,,64,,,,,,,
6932,11,,,,,,,,,22
6933,19,,,,,,,,,
6934,,,394,,,,,,,44
6935,23,,2,,3,,,,,8
6936,31,,,,,,,,,
6937,12,,,,,,,,,
6938,31,,,,,,,,,
6939,12,,,,,,,,,
6940,11,,1,,,,,,,
6941,10,,,,4,,,,2,61
6942,976,,2,,,,,,,10
6943,42,,,,,,,,,
6944,29,,56,,,,,,,15
6945,22,1,4,,,,,,,
6946,29,1,,,,,,,,7
6947,24,,,,,,,,,
6948,,,,,,,,,,
6949,31,,,,,,,,,
6950,11,,17,,,,,,2,21
6951,31,,,,,,,,,
6952,27,,52,,,,1,,2,
6953,,,1,,,,,,,
6954,11,,10,,6,,,,,
6955,31,,,,,,,,,
6956,6,1,66,,,,,,,18
6957,23,,2,,,,,,,25
6958,31,,,,,,,,,
6959,,,,,,,,,,
6960,31,,,,,,,,,
6961,45,,2,,,,,,,4
6962,,,,,,,,,,
6963,31,,,,,,,,,
6964,17,1,1,,,,,,,
6965,28,1,64,,,,,,,18
6966,8,,46,3,,,,,,42
6967,32,,1,,,,,,,
6968,,,,,,,,,,
6969,,,1,,,,,,,
6970,31,,,,,,,,,
6971,11,,,,,,,,,
6972,6,,4,,,,,,,11
6973,4,,1,,,,,,,8
6974,10,,,,4,,,,2,61
6975,12,,,,,,,,,
6976,,,1,,,,,,,
6977,,,1,,,,,,,
6978,31,,,,,,,,,
6979,26,,54,,,,,,,
6980,,,1,,,,,,,
6981,8,,,,,,,,,7
6982,15,,1,,,,,,,
6983,38,,,,,,,,,
6984,10,,,,,,,,,
6985,17,,22,,,,,,,
6986,20,1,91,,5,1,,,,2
6987,24,,,,,,,,,
6988,7,,47,,,,,,,31
6989,12,,,,,,,,,
6990,19,,,,,,,,,
6991,10,,1,,,,,,,13
6992,31,,,,,,,,,
6993,,,3,,,,,,,5
6994,,,394,,,,,,,
6995,11,,,,,,,,,
6996,14,,1,,,,,,,
6997,10,,44,3,,,,,,22
6998,975,1,,,,,,,,
6999,11,,,,,,,,,
7000,32,,42,,,,,,3,32
7001,9,,,,,,,,,
7002,6,,,,,,,,,
7003,13,1,8,7,,,2,,,80
7004,6,,,,,,,,,
7005,23,,1,,,,,,,
7006,49,,1,,,,,,,
7007,28,1,66,,,,,,,18
7008,11,,12,6,,,,,,5
7009,5,,2,,,,,,4,22
7010,15,,,,,,,,,
7011,14,,,,,,,,,
7012,,,,,,,,,,
7013,35,,1,,4,,,,,
7014,12,,,,,,,,,
7015,7,,,,,,,,,
7016,9,,,,,,,,,
7017,5,,1,,,,,,,13
7018,7,,2,,3,,,,,8
7019,31,,,,,,,,,
7020,4,,,,,,,,,
7021,17,,22,,,,,,,
7022,,,,,,,,,,
7023,980,,1,,,,,,,
7024,,,1,,,,,,,
7025,29,,56,,,,,,,
7026,,,,,,,,,,
7027,10,,,,,,,,,
7028,20,,1,,,,,,,
7029,17,,198,3,,,,,,22
7030,,,,,,,,,,
7031,4,,1,,,,,,,
7032,31,,,,,,,,,
7033,25,,1,,,,,,,
7034,23,1,94,,,,,,,
7035,,,,,,,,,,
7036,9,,29,,,,,,,54
7037,,,1,,,,,,,
7038,21,,26,,,,,,,
7039,12,,,,,,,,,
7040,25,,1,,,,,,,
7041,8,,1,,,,,,,
7042,14,,,,,,,,,
7043,34,,2,,,,,,,10
7044,8,,3,,,,,,,
7045,21,1,94,,,,,,,
7046,31,,,,,,,,,
7047,18,1,3,,,,,,,43
7048,31,,,,,,,,,
7049,,,,,,,,,,
7050,31,,,,,,,,,
7051,3,,17,8,,,,,2,12
7052,11,,6,,,,,,,13
7053,30,,2,,3,,,,,8
7054,7,,1,,,,,,,
7055,23,,,,,,,,,
7056,10,,96,,,,,,,
7057,,,394,,,,,,,
7058,,,1,,,,,,,
7059,37,1,38,,1,,,,4,7
7060,9,1,323,,,,2,,3,27
7061,13,,,,,,,,,
7062,22,,,,,,,,,
7063,25,1,68,,,,,,,77
7064,,,1,,,,,,,
7065,8,,,,,,,,,
7066,31,,,,,,,,,
7067,,,394,,,,,,,
7068,976,,2,,,,,,,10
7069,3,,,,,,,,,
7070,31,,,,,,,,,
7071,,,12,,,,,,,
7072,27,1,9,,,,,,,
7073,21,1,32,,,,,,,
7074,38,,2,,3,,,,,8
7075,23,1,92,,4,,,,2,
7076,,,1,,,,,,,
7077,7,,,,,,,,,
7078,,,,,,,,,,
7079,9,,57,,5,,,,,13
7080,,,9,,,,,,,
7081,22,1,16,,,,,,,73
7082,21,,,,,,,,,
7083,31,,,,,,,,,
7084,,,1,,,,,,,
7085,9,1,1,,,,,,,
7086,,,,,,,,,,
7087,27,,52,,,,1,,2,
7088,26,1,2,,,,,,,
7089,8,,,,,,,,,
7090,4,1,92,,4,,,,2,
7091,5,,60,,,,,,,
7092,30,,12,,,,,,,
7093,14,,11,,,,,,2,4
7094,31,,,,,,,,,
7095,10,1,,,,,,,,56
7096,14,,1,,,,,,,
7097,19,,4,,,,,,,11
7098,13,,2,3,,,,,2,
7099,,,1,,,,,,,
7100,,,8,,,,,,,
7101,,,1,,,,,,,
7102,,,1,,,,,,,
7103,21,,,,,,,,,
7104,31,,,,,,,,,
7105,13,,1,,,,,,,
7106,18,,17,8,,,,,2,12
7107,16,,,,,,,,,
7108,22,1,94,,,,,,,
7109,,,64,,,,,,,
7110,,,394,,,,,,,
7111,,,,,,,,,,
7112,31,,,,,,,,,
7113,,,1,,,,,,,
7114,23,1,94,,,,,,,
7115,10,,,,,,,,,
7116,9,,,,,,,,,
7117,,,4,,,,,,,
7118,,,,,,,,,,
7119,,,1,,,,,,,
7120,12,1,1,,,,,,,
7121,,,96,,,,,,,
7122,2,1,7,,,,,,,
7123,16,,1,,,,,,,
7124,31,,,,,,,,,
7125,,,,,,,,,,
7126,,,,,,,,,,
7127,30,,31,,,,,,,
7128,,,1,,,,,,,
7129,12,,5,,,,,,,
7130,8,,,,,,,,,
7131,9,,,,,,,,,
7132,,,1,,,,,,,
7133,18,,27,,,,,,,7
7134,17,,1,,,,,,,
7135,22,,,,,,,,,
7136,25,,,,,,,,,
7137,29,,1,,,,,,,
7138,6,1,66,,,,,,,18
7139,,,1,,,,,,,
7140,,,,,,,,,,
7141,27,1,25,,,,,,2,24
7142,10,,,,4,,,,2,11
7143,42,,,,,,,,,
7144,5,,1,,,,,,,
7145,40,,,,,,,,,
7146,,,1,,,,,,,
7147,,,,,,,,,,
7148,8,,,,,,,,,
7149,965,,31,,,,,,,
7150,18,,,,,,,,,7
7151,34,,,,,,,,,
7152,,,,,,,,,,
7153,4,,1,,,,,,,2
7154,31,,,,,,,,,
7155,33,,6,,,,,,2,
7156,,,4,,,,,,,
7157,22,1,,,,,,,,82
7158,7,1,2,,,,,,,
7159,38,,,4,5,,,,,
7160,,,394,,,,,,,
7161,15,,,,,,,,,
7162,33,,1,,,,,,,
7163,13,1,31,,,,,,,53
7164,3,,,,,,,,,
7165,,,,,,,,,,
7166,,,64,,,,,,,
7167,19,,,,,,,,,
7168,,,3,,,,,,,
7169,32,,,,,,,,,
7170,21,,,,,,,,,
7171,8,,,,,,,,,
7172,27,1,31,,,,,,,53
7173,4,,1,,,,,,,
7174,6,,,,,,,,,
7175,20,,,,,,,,,
7176,,,,,,,,,,
7177,11,,,,,,,,,
7178,22,,,,,,,,,
7179,25,,60,,,,,,,34
7180,,,3,,,,,,,5
7181,,,1,,,,,,,
7182,18,,,,,,,,,
7183,3,,1,,,,,,,
7184,982,,14,,,,,,,
7185,,,,,,,,,,
7186,5,,,,,,,,,
7187,,,,,,,,,,
7188,23,1,94,,,,,,,
7189,6,,1,,,,,,,
7190,8,,1,,,,,,,
7191,34,,1,2,,,,,,
7192,,,,,,,,,,
7193,31,,,,,,,,,
7194,,,,,,,,,,
7195,22,1,94,,,,,,,
7196,3,,,,,,,,,
7197,,,,,,,,,,
7198,12,,52,,,,1,,2,
7199,3,,,,,,,,,
7200,4,,,,,,,,,
7201,7,1,,,,,,,2,2
7202,13,,,,,,,,,
7203,10,1,2,,,,,,,141
7204,,,1,,,,,,,
7205,4,1,,,,,,,,82
7206,,,40,,,,,,,
7207,20,,1,,,,,,,
7208,41,,1,,,,,,,13
7209,40,,,,,,,,,
7210,6,1,31,,,,,,,53
7211,,,93,,,,,,,
7212,25,1,46,,,,,,,
7213,,,,,,,,,2,
7214,15,,1,2,,,,,,
7215,17,,64,3,,,,,,22
7216,12,1,1,,,,,,,
7217,31,,,,,,,,,
7218,12,,,,,,,,,
7219,12,,,,,,,,,
7220,,,,,,,,,,
7221,31,,,,,,,,,
7222,3,,46,,,,,,,3
7223,,,1,,,,,,,
7224,27,,32,,,,,,2,
7225,,,394,,,,,,,
7226,7,1,31,,,,,,,53
7227,34,,1,2,,,,,,
7228,24,,3,,,,,,,
7229,25,,1,,,,,,3,11
7230,31,,,,,,,,,
7231,8,,,,,,,,,
7232,38,,,4,5,,,,,
7233,11,,1,,,,,,,8
7234,34,,,,,,,,,
7235,15,,11,,,,,,,39
7236,27,,,,4,,,,2,11
7237,10,,,,4,,,,2,61
7238,7,,,,,,,,,
7239,17,,,,,,,,,
7240,7,1,,,,,,,,44
7241,31,,,,,,,,,
7242,15,,,,,,,,,
7243,,,,,,,,,,
7244,44,1,38,,1,,,,4,7
7245,26,,328,,,,,,,
7246,10,1,94,,,,,,,
7247,16,,,,,,,,,
7248,49,,,,,,,,,
7249,,,,,,,,,,
7250,,,,,,,,,,
7251,47,,1,,,,,,3,11
7252,3,,,,,,,,,
7253,36,,1,,,,,,,
7254,,,1,,,,,,,
7255,4,,,,,,,,,
7256,19,,,,,,,,,
7257,22,1,94,,,,,,,
7258,24,,,,,,,,,
7259,,,1,,,,,,,
7260,3,,96,,,,,,,
7261,31,,,,,,,,,
7262,,,,,,,,,,
7263,,,,,,,,,,
7264,28,1,56,,,,,,,18
7265,3,,1,,,,,,,13
7266,27,,,,,,,,,
7267,31,,,,,,,,,
7268,,,,,,,,,,
7269,,,394,,,,,,,
7270,,,1,,,,,,,
7271,,,1,,,,,,,
7272,24,,,,,,,,,
7273,4,,198,3,,,,,,22
7274,16,,2,,,,,,,75
7275,21,,,,,,,,,
7276,6,,,,,,,,,
7277,,,,,,,,,,
7278,3,,1,,,,,,,
7279,,,,,,,,,,
7280,,,,,,,,,,
7281,20,,,,,,,,,
7282,5,,2,,,,,,,24
7283,27,,4,,,,,,,28
7284,31,,,,,,,,,
7285,47,,1,,,,,,3,11
7286,,,,,,,,,,
7287,975,1,,,,,,,,
7288,3,,1,,,,,,,
7289,,,,,,,,,,
7290,2,1,10,,,,,,,
7291,,,394,,,,,,,
7292,,,,,,,,,,
7293,15,,12,6,,,,,,5
7294,27,1,,4,,,,,,
7295,5,,1,,,,,,,
7296,7,1,,,,,,,,44
7297,,,18,,,,,,,
7298,10,,,,,,,,,
7299,17,1,20,3,,,,,,
7300,3,,1,,,,,,,
7301,31,,,,,,,,,
7302,,,,,,,,,,
7303,19,,2,,4,,,,,27
7304,12,,,,,,,,,
7305,5,,3,,1,,,,2,
7306,6,,52,,,,1,,2,
7307,34,,54,,5,,,,,
7308,31,,,,,,,,,
7309,,,1,,,,,,,
7310,,,128,,,,,,,
7311,29,,80,,,,,,,38
7312,17,,1,,,,,,,
7313,17,,,,,,,,,
7314,14,,,,,,,,,
7315,30,,,,,,,,,
7316,4,,,,,,,,,
7317,,,,,,,,,,
7318,43,,,,,,,,,
7319,7,,198,3,,,,,,22
7320,6,,,,,,,,,
7321,,,,,,,,,,
7322,31,,,,,,,,,
7323,9,,,,,,,,,
7324,17,,,,,,,,,
7325,,,1,,,,,,,
7326,,,1,,,,,,,
7327,15,,1,,,,,,,
7328,,,1,,,,,,,
7329,,,,,,,,,,
7330,,,,,,,,,,
7331,8,,,,,,,,,
7332,7,,56,,,,,,,
7333,6,1,2,,,,,,,
7334,10,,1,,,,,,,13
7335,13,,1,,,,,,,
7336,23,,,,,,,,,
7337,14,,,,,,,,,
7338,7,,32,,1,,,,2,
7339,19,1,32,,,,,,,
7340,975,1,,,,,,,,
7341,31,,,,,,,,,
7342,,,,,,,,,,
7343,31,,1,,,,,,,
7344,10,,60,,,,,,,34
7345,4,1,66,,,,,,,18
7346,10,,,,4,,,,2,11
7347,,,,,,,,,,
7348,10,,,,,,,,,
7349,31,,,,,,,,,
7350,32,,2,,,,,,,7
7351,,1,,,,,,,2,2
7352,39,,1,,,,,,,
7353,12,,,,,,,,,
7354,29,1,92,,4,,,,2,
7355,17,,22,,,,,,,
7356,38,,,4,5,,,,,
7357,,,,,,,,,,
7358,,,1,,,,,,,
7359,,,64,,,,,,,
7360,,,,,,,,,,
7361,,1,201,,3,1,3,,4,13
7362,9,,42,,,,,,3,32
7363,9,,29,,,,,,,54
7364,,,,,,,,,,
7365,975,,3,,,,,,,6
7366,,,,,,,,,,
7367,9,,,,,,,,,
7368,7,,394,1,,,,,,
7369,,1,,,,,,,2,2
7370,970,,12,6,,,,,,5
7371,27,1,25,,,,,,2,24
7372,13,,1,,,,,,,
7373,,,4,,,,,,,
7374,31,,,,,,,,,
7375,29,,,,,,,,,
7376,10,,,,4,,,,2,21
7377,5,,,,,,,,,
7378,27,,52,,,,1,,2,
7379,,,1,,,,,,,
7380,,,,,,,,,,
7381,,,,,,,,,,
7382,21,,1,,,,,,,
7383,12,1,,,,,,,,
7384,,,,,,,,,,
7385,,,,,,,,,,
7386,,,1,,,,,,,
7387,3,,1,,,,,,,
7388,38,,,,,,,,,
7389,,,394,,,,,,,
7390,22,1,556,,,,2,,,9
7391,27,1,1,,,,,,,
7392,,,,,,,,,,
7393,17,,,,,,,,,
7394,22,,1,,,,,,,
7395,31,,,,,,,,,
7396,14,,1,,4,,,,,
7397,9,,1,,,,,,,
7398,980,,12,,,,,,,
7399,32,,1,,,,,,,13
7400,19,,,,,,,,,
7401,,,1,,,,,,,
7402,28,,,,,,,,,
7403,,,394,,,,,,,
7404,,,,,,,,,,
7405,7,,1,,,,,,3,11
7406,31,,,,,,,,,
7407,,,,,,,,,,
7408,12,,,,,,,,,
7409,4,,,,,,,,,24
7410,,,,,,,,,,
7411,4,,,,,,,,,
7412,46,,,,,,,,,
7413,,,1,,,,,,,
7414,45,,1,,,,,,,
7415,,,,,,,,,,
7416,29,,,,,,,,,
7417,13,,1,,,,,,,
7418,31,,,,,,,,,
7419,31,,,,,,,,,
7420,,,,,,,,,,
7421,31,,,,,,,,,
7422,7,,,,,,,,,
7423,,,394,,,,,,,
7424,,,1,,,,,,,
7425,17,,,,,,,,,
7426,,,,,,,,,,
7427,24,,1,,,,,,,
7428,22,1,,,,,,,,
7429,5,1,16,,,,,,,73
7430,27,1,31,,,,,,,53
7431,24,,27,,,,,,,7
7432,27,1,1,,,,,,,
7433,7,1,94,,,,,,,
7434,,,,,,,,,,
7435,,,1,,,,,,,
7436,,,1,,,,,,,
7437,5,,,,,,,,,
7438,,,,,,,,,,
7439,12,,11,,,,,,2,4
7440,3,,,,,,,,,
7441,,,64,,,,,,,
7442,13,,1,,,,,,,
7443,20,,394,,,,,,,44
7444,,,,,,,,,,79
7445,4,,,,,,,,,
7446,,,,,,,,,,
7447,31,,,,,,,,,
7448,3,,56,,,,,,,
7449,18,,,,,,,,,7
7450,19,,,,,,,,,
7451,13,,1,,,,,,,
7452,31,,,,,,,,,
7453,,,1,,,,,,,
7454,7,,3,,,,,,,5
7455,6,,1,,,,,,,
7456,4,,,,,,,,,
7457,,,,,,,,,,
7458,31,,,,,,,,,
7459,12,,,,,,,,,
7460,3,,,,,,,,,
7461,31,,,,,,,,,
7462,20,,,,,,,,,
7463,,,2,3,,,,,,10
7464,8,,,,4,,,,2,11
7465,,,,,,,,,,
7466,,1,201,,3,1,3,,4,13
7467,67,,1,,,,,,,
7468,9,,1,,,,,,,
7469,6,,44,3,,,,,,22
7470,21,,56,,,,,,,
7471,25,,1,,,,,,,37
7472,,,394,,,,,,,
7473,4,,1,1,,,,,,8
7474,13,,,,,,,,,
7475,31,,,,,,,,,
7476,14,,,,,,,,,
7477,2,1,1,,,,,,,
7478,11,,,,,,,,,
7479,8,1,8,7,,,2,,,80
7480,11,,2,,,,,,,49
7481,,,1,,,,,,,
7482,13,,1,,,,,,,
7483,,,1,,,,,,,
7484,,,1,,,,,,,
7485,6,1,94,,,,,,,
7486,10,,,,,,,,,
7487,19,,,,,,,,,
7488,7,1,,,,,,,,7
7489,9,,57,,5,,,,,18
7490,29,,1,,,,,,,
7491,5,,,,,,,,,
7492,,,,,,,,,,
7493,2,1,1,,,,,,,
7494,2,,1,,,,,,,
7495,3,,20,3,4,1,,,,8
7496,13,,10,,,,,,,2
7497,980,,2,,,,,,,26
7498,25,,1,,,,,,,
7499,984,,54,,,,,,,
7500,4,1,66,,,,,,,18
7501,15,,,,4,,,,2,11
7502,17,,72,,,,,,,
7503,3,,,,,,,,,
7504,22,1,16,,,,,,,73
7505,10,1,16,,,,,,,73
7506,,,1,,,,,,,
7507,,,,,,,,,,
7508,12,1,,,,,,,,
7509,20,1,1,,,,,,,
7510,10,,,,4,,,,2,11
7511,19,,,,,,,,,
7512,,,,,,,,,,
7513,8,,2,3,,,,,2,
7514,3,,1,,,,,,,
7515,,1,,,,,,,,
7516,5,1,66,,,,,,,38
7517,,,,,,,,,,
7518,976,,12,,,,,,,
7519,6,,,,,,,,,
7520,28,,,,,,,,,
7521,32,,1,,,,,,,
7522,,,1,,,,,,,
7523,31,,,,,,,,,
7524,31,,,,,,,,,
7525,31,,,,,,,,,
7526,3,1,3,,,,,,,43
7527,,,60,,,,,,,
7528,4,,2,,,,,,,7
7529,,,1,,,,,,,
7530,,,1,,,,,,,
7531,,,,,,,,,,
7532,,,,,,,,,,
7533,,,,,,,,,,
7534,9,,20,3,4,1,,,,8
7535,21,,,,,,,,,
7536,3,,1,,4,,,,,89
7537,,,1,,,,,,,
7538,18,,,,,,,,,
7539,23,,394,,,,,,,44
7540,,,1,,,,,,,
7541,,,,,,,,,,
7542,34,,1,2,,,,,,
7543,10,,,,4,,,,2,21
7544,7,1,94,,,,,,,
7545,11,,1,,,,,,,
7546,22,,20,,,,,,,29
7547,15,,,4,5,,,,,
7548,26,,,,,,,,,
7549,12,,,,,,,,,
7550,12,,12,,,,,,,
7551,12,,32,,4,,,,,44
7552,7,,,,,,,,,
7553,,,,,,,,,,
7554,4,,,,,,,,,
7555,3,,20,3,4,1,,,,8
7556,31,,,,,,,,,
7557,6,,2,,2,,,,,
7558,21,,1,,,,,,,
7559,47,,1,,,,,,,
7560,,,1,,,,,,,
7561,44,,3,,,,,,,
7562,,,,,,,,,,
7563,,,64,,,,,,,
7564,6,1,94,,,,,,,
7565,33,,29,,,,,,,54
